region;departement;ville;adresse_gare;message_conjoncturel;horaire_guichet;nom_arret;codeuic;type_arret;presence_distributeur_billet;information_acessibilite_pmr;info;presence_metro;info_metro;presence_tramway;info_tramway;presence_bus;info_bus;presence_navette;info_navette;presence_cars;info_complementaire_presence_cars;presence_navette_fluviale;info_navette_fluviale;info_autopartage;presence_parking_velo;presence_parking_moto;presence_parking;info_covoiturage;presence_taxi;info_taxi;info_ligne_ter;lien_info_ligne_ter
nord_pas_de_calais;Nord Pas de Calais;Audruicq;"place de la gare
62 370 Audruicq";;"Lundi au vendredi : 06h00 à 13h00 
Samedi : 09h00 à 12h00 et de 13h00 à 17h00 
Fermé le dimanche et jours fériés";07;;Gare;oui;;;non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Aulnoye-Aymeries;"Place de la gare 
59 620 Aulnoye - Aymeries";;"- lundi au vendredi : 06h00 à 20h00
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- dimanche &amp; fêtes : 10h00 à 19h00";24 Jeumont Erquelines Charleroi Bruxelles;;Gare;oui;"Accueil des personnes à mobilité réduite. Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements Parking aménagés
Chariots élévateurs
Fauteuils roulants";"Correspondances STIBUS Lignes 21 - 23 - 24
Tel : 03.27.53.08.08
Borne Taxi

Escalier sous-terrain équipé de rampes à vélo.";non;;non;;oui;;NC;;Non;;NC;;;non;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Avesnes-Sur-Helpe;"Avenue de la gare 
59 440 Avesnes-sur-Helpe";;"- lundi au vendredi : 07h00 à 12h00 ; 14h00 à 16h00
- samedi : 09h00 à 12h00 ;13h00 à 17h00 - fermé dimanche et jours fériés";17 Charleville-Mézières Hirson Lille;;Gare;oui;NON;"Correspondances urbaines TAA
lignes 702-704-706-707-710
Tel : 03.27.57.27.27

Escalier sous-terrain équipé de rampes à vélo.";non;;non;;non;;NC;;Non;;Non;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Bailleul sir Berthoult;"Rue d'Arras
62580 BAILLEUL SIR BERTHOULT";;pas de guichet;06-07 Arras Hazebrouck Dunkerque Calais;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Bergues;"Gare SNCF 
Place de la gare  
59 380 BERGUES";;"- lundi au vendredi : 06h00 à 13h00
- samedi : 09h00 à 12h00 ; 13h00 - 17h00
Fermé Dimanche et Fêtes";08-08bis Dunkerque Hazebrouck Armentières Lille;;Gare;oui;non;"Office de tourisme
Beffroi
Place Henri Billiaert
59 380 BERGUES
TEl : 03.28.68.71.06 tourisme@bergues.frouvert du 1er avril au 30 septembre
du lundi au vendredi de 10.00 à 12.00 / 14.00 à 18.00
Du 1er octobre au 31 mars 
du lundi au samedi de 10.00 à 12.00 / 14.00 à 18.00
dimanche et fêtes de 10.00 à 13.00 / 15.00 à 18.00 A VISITER :
Les remparts
Le Beffroi
Le Carnaval
Le Tramway Présence d'un abri à vélo fermé. Pour obtenir votre badge d'accès, appelez ContactTER au 0891 671 059 (0.23/min, du lundi au vendredi de 6h à 20h)";non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Bethune;"Gare SNCF 
Place François Mitterand 
62400 BETHUNE
Tél (ContactTER) :  0 891 671 059 (0.23 TTC/min)";;"Lundi au vendredi : 07h00 à 19h00
Samedi : 08h00 à 18h00
Dimanche et fêtes : 9h30 à 19h00  Ouverture de la gare : Lundi au vendredi : 05h00 à 22h40
Dimanche et Fêtes : 07h15 à 22h40";07;;Gare;oui;"Accueil des personnes à mobilité réduite Tel : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements parking aménagés
Fauteuil roulant 
Chariot Elévateur";"Location de voiture AVIS Face à la gare
03 21 68 36 11  / 03 21 57 37 31Office du tourisme de la région de Béthune-Bruay
3 rue Aristide Briand
BP 551
62 411 Béthune Cédex
03 21 52 50 00
www.tourisme-bethune-bruay.fr";non;;non;;oui;http://www.tadao.fr;;;Non;;;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Beuvrages;59192 BEUVRAGES;;pas d'ouverture de guichet (halte);19 Lourches Valenciennes Douai Lille;;Halte Ferroviaire;non;Non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Billy Montigny;"Gare SNCF 
Place de la gare 
62420 BILLY MONTIGNY";;"- du lundi au vendredi : 06h30 à 12h00
- fermé samedi, dimanche et fêtes.";21 Valenciennes Douai Lens;;Gare;oui;non;Escalier sous-terrain équipé de rampes à vélo.;non;;non;;oui;http://www.tadao.fr;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Boulogne Ville;"3, Boulevard Voltaire 
62200 Boulogne sur Mer";;"- lundi : 05h15 à 19h30
- mardi au samedi : 06h15 à 19h30
- dimanche et jours fériés : 06h30 à 20h50Horaires d'ouverture de la gare :- lundi au jeudi : 04h00 à 22h10
- vendredi : 04h00 à 23h00
- samedi : 04h30 à 22h10
- dimanche et jours fériés : 05h30 à 00h00";12 Boulogne Calais Hazebrouck Lille;;Gare;oui;Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min);;non;;non;;oui;;;;Non;;;;;non;;oui;;non;;mailto:info@tourisme-boulognesurmer.com;http://www.tourisme-boulognesurmer.com/
nord_pas_de_calais;Nord Pas de Calais;Boulogne Tintelleries;"Gare de Boulogne Tintellerie
Place Zaménoff
62200 Boulogne sur Mer";;"Du lundi au vendredi :  11h00 à 18h00
Fermé le samedi, dimanche et fêtes.Horaire d'ouverture de la gare :Du lundi au vendredi : 11h00 - 18h00
Fermé samedi, dimanche et Fêtes";11/12 Paris Amiens Boulogne Calais Lille;;Gare;oui;non;"Office de tourisme
24 quai Gambetta BP 187
62 203 BOULOGNE SUR MER
TEL  03 21 10 88 10 
Lu-Sa : 09:00-19:00
info@tourisme-boulognesurmer.com
ouvert 7 jours sur 7 A VISITER :

Les remparts du XIIIème siècle
Le Château-musée
La Basilique Notre Dame
La Crypte de Notre Dame
La rue de Lille
L'hôtel Désandrouin
Le Beffroi du XIIème siècle
Les Annonciades
La Casa San Martin
Nausicaa : Centre National de la Mer

Escalier sous-terrain équipé de rampes à vélo.";non;;non;;oui;;;;Non;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Bully-Grenay;"Gare SNCF
Place de la gare
62160 BULLY LES MINES";;"- lundi au vendredi : 06h00 à 13h00 
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- fermé dimanche et fêtes";06-07 Arras Hazebrouck Dunkerque Calais;;Gare;oui;non;;non;;non;;oui;http://www.tadao.fr;NC;;Non;;NC;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Calais Fréthun;"Gare de Calais Frethun
62185 CALAIS FRETHUN";;"- lundi au samedi : 06h00 à 20h30  
- dimanche et fêtes : 07h00 à 20h30Horaires d'ouverture de la gare- lundi au vendredi : 06h15 à 21h15
- samedi : 06h15 à 20h50
- dimanches et Fêtes : de 8h40 à 22h55";11/12 Paris Amiens Boulogne Calais Lille;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements Parking Aménagés
Chariot élévateur
Ascenseurs
Fauteuil roulant
Rampe d'accès aux quais
Bande d'éveil de vigilance La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";Location de voiture Avis à l'intérieur de la gare au niveau bas;non;;non;;non;;;;Non;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Calais Fréthun;"Gare de Calais Frethun
62185 CALAIS FRETHUN";;"- lundi au samedi : 06h00 à 20h30  
- dimanche et fêtes : 07h00 à 20h30Horaires d'ouverture de la gare- lundi au vendredi : 06h15 à 21h15
- samedi : 06h15 à 20h50
- dimanches et Fêtes : de 8h40 à 22h55";TER GV Rang-Etaples-Boulogne-Calais-Lille;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements Parking Aménagés
Chariot élévateur
Ascenseurs
Fauteuil roulant
Rampe d'accès aux quais
Bande d'éveil de vigilance La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";Location de voiture Avis à l'intérieur de la gare au niveau bas;non;;non;;non;;;;Non;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Calais Ville;"Gare SNCF 
46, avenue Wilson 
62100 CALAIS VILLE";;"- lundi au samedi : 06h00 à 19h30
- dimanche et fêtes : 08h45 à 19h45Horaires d'ouverture de la gare :- lundi au jeudi : 04h45 à 21h45
- vendredi : 04h45 à 22h45
- samedi : 05h15 à 22h00
- dimanche et fêtes : 08h15 à 23h50 Horaires d'ouverture du Relais Pass Pass TER :
- lundi au vendredi : 10h00 à 12h30 ; 13h30 à 18h15
- fermeture : * du samedi 6 juillet au dimanche 18 août 2013 inclus * du lundi 23 décembre 2013 au mercredi 1er janvier 2014 inclus.";11/12 Paris Amiens Boulogne Calais Lille;;Gare;oui;"accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacements parking aménagés
Ascenseur 
Fauteuil roulant 
Chariot élévateur
Cabine téléphonique surbaissée

La personne à mobilité réduite est invitée à communiquer son numéro de train par téléphone pour obtenir un accueil personnalisé et à se présenter une demi-heure avant le départ du train.";"Office de tourisme 
12, Boulevard Clémenceau
62100 CALAIS
Téléphone : 03 21 96 62 40

Horaires du 1er septembre au 30 avril :
De 10h à 18h du lundi au vendredi / De 10h à 17h le samedi / Fermé le dimanche sauf évènements locaux

Horaires du 1er mai au 30 août :
De 10h à 18h du lundi au samedi / De 10h à 17h le dimanche. 
Site Internet :  http://calais-cotedopale.com";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Cassel;Route de Saint Omer59670 BAVINCHOVE;;pas d'ouverture de guichet ( halte);06-07 Arras Hazebrouck Dunkerque Calais;;Halte Ferroviaire;oui;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Cobrieux;Chemin Latérale59242 GENECH;;pas d'ouverture de guichet (halte);04;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Corbehem;"Rue de la Gare
62 112 CORBEHEM";;"pas d'ouverture de guichet (halte)Ouverture de la gareLundi au vendredi : 5h45 - 20h00
Fermé samedi , dimanche et fêtes";02 Rouen Amiens Arras Lille;;Halte Ferroviaire;oui;non;;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Courcelles-Le-Comte;"Départementale 9
62121 COURCELLES LE COMTE";;pas d'ouverture de guichet (halte);02 Rouen Amiens Arras Lille;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Denain;"Gare de Denain
Place Tolstoï
59220 DENAIN";;"- Mercredi et vendredi : 12h00 à 19h00
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- fermé dimanche et Fêtes";20 Cambrai Valenciennes Lille;;Gare;oui;non;"Le Distributeur de billets régionaux est situé à l'extérieur de la gare.

Correspondances urbaines
SEMURVAL lignes 113-11e-10 
gare Tel :03 27 14 52 52
Correspondances urbaines 
SEMURVAL lignes 514-519 
gare Tel :03 27 33 68 55";non;;non;;oui;;NC;;Non;;NC;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Douai;"Gare SNCF
Place de la gare 
59500 DOUAI";;"- lundi au vendredi : 06h15 à 19h30
- samedi : 07h00 à 19h00
- dimanche &amp; fêtes : 09h00 à 19h00

Horaires d'ouverture de la gare :- lundi au vendredi : 04h30 à 23h00
- samedi, dimanche &amp; fêtes : 05h45 à 23h00";02 Rouen Amiens Arras Lille;87345009;Gare;oui;"Accueil Personne à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacement parking aménagés
Chariot Elevateur
Fauteuil roulant";"AVIS - location de voitures - Gare SNCF 59500 DOUAI 
Sortie quai Tel :03 21 51 69 03 

Office de tourisme 70 Place d'Armes 59500 DOUAI 03 27 88 26 79Correspondances urbaines 
SDT Gare Tel :03 27 95 77 77
Correspondances urbaines
TUB Place Carnot TEl :03 27 95 77 77
TADAO
Tête de Station de taxi Tel : 03 27 96 96 05";non;;oui;;oui;;;;Non;;;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Douai;"Gare SNCF
Place de la gare 
59500 DOUAI";;"- lundi au vendredi : 06h15 à 19h30
- samedi : 07h00 à 19h00
- dimanche &amp; fêtes : 09h00 à 19h00

Horaires d'ouverture de la gare :- lundi au vendredi : 04h30 à 23h00
- samedi, dimanche &amp; fêtes : 05h45 à 23h00";19 Lourches Valenciennes Douai Lille;87345009;Gare;oui;"Accueil Personne à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacement parking aménagés
Chariot Elevateur
Fauteuil roulant";"AVIS - location de voitures - Gare SNCF 59500 DOUAI 
Sortie quai Tel :03 21 51 69 03 

Office de tourisme 70 Place d'Armes 59500 DOUAI 03 27 88 26 79Correspondances urbaines 
SDT Gare Tel :03 27 95 77 77
Correspondances urbaines
TUB Place Carnot TEl :03 27 95 77 77
TADAO
Tête de Station de taxi Tel : 03 27 96 96 05";non;;oui;;oui;;;;Non;;;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Dunkerque;"Gare SNCF
Place de la Gare 
BP 6339 
59 379 DUNKERQUE Cedex 01";;"- lundi  au vendredi : 06h00 à 19h45
- samedi : 06h30 à 19h45
- dimanche &amp; fêtes : 08h15 à 21h20 Horaires d'ouverture de la gare : - lundi au samedi : 04h50 à 21h30
- dimanche &amp; fêtes : 08h00 à 21h30";06-07 Arras Hazebrouck Dunkerque Calais;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)Emplacements Parking aménagés
Chariot Elevateur
Fauteuils roulants 
Rampes d'accès au quai 
Elévateur rampes d'embarquement 
Toilettes aménagées";"Correspondances urbaines
DKBUS MARINE Gare Tel :03 28 59 00 78
BCD : liaison rapide routière entre les villes de Boulogne, Calais et Dunkerque, mise en place par le Conseil Régional.
Les tarifications SNCF suivantes sont autorisées: l'abonnement de travail ou l'abonnement étudiant sous réserve d'acquitter un supplément BCD + 4 (si hebdomadaire) + 10 (si mensuel), nécessitant une demande auprès de l'exploitant pour l'obtention de votre abonnement sous la forme d'une carte à puce.Location de voiture  AVIS
9, rue Bellevue
59 379 DUNKERQUE
A 50m à gauche en sortant de la gare
TEl :03 28 66 67 95 Office de Tourisme de Dunkerque Dunes des Flandres
Accueil centre ville - le Beffroi
rue de l'Amiral Ronarc'h
59 140 DUNKERQUE 
Tel :03 28 66 79 21
www.ville-dunkerque.fr
Ouvert du lundi au vendredi de 9.30 à 12.30 / 13.30 à 18.30
le samedi de 9.30 à 18.30Juillet / août
du lundi au samedi de 9.30 à 12.30 / 13.30 à 18.30
Dimanche et fêtes de 10.00 à 12.00 / 14.00 à 16.00
A VISITER :
3ème port fançais
Le Casino
Le Musée des Beaux Arts
Le Musée Portuaire avec des extensions flottantes (ex : bateau-feu)
Le Beffroi
L'hôtel de ville flamand";non;;non;;oui;;;;Non;;;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Ennevelin;"Rue Verte
59710 ENNEVELIN";;pas d'ouverture de guichet (halte);16 bis;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Etaples;"Gare SNCF 
Place de la Gare
62630 ETAPLES LE TOUQUET";;"- lundi au samedi : 06H00 à 20h00
- dimanche &amp; fêtes : 07h00 à 20h00";14 Arras St Pol Etaples Boulogne;;Gare;oui;"Emplacement Parking pour personne à mobilité réduite
Fauteuil roulant";"Office de tourisme ""La Corderie"" 
Bd Bigot Descelers 
62630 ETAPLES 
face au port Tel 03 21 09 56 94 
Site http://www.etaples-tourisme.com Escalier sous-terrain équipé de rampes à vélo.";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Fretin;"Rue Marx Dormoy
59273 FRETIN";;pas d'ouverture de guichet (halte);16-16bis Jeumont Aulnoye Valenciennes Lille;;Halte Ferroviaire;oui;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;hachette;route communale59530 Locquignol;;pas d'ouverture de guichet (halte);18 Paris Busigny Aulnoye Lille Jeumont;;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Haubourdin;"Gare SNCF 
Rue du Maréchal Juin
59320 HAUBOURDIN";;"- lundi au vendredi : 06h00 ; 13h00  
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- fermé dimanche et jours feriés";15 Boulogne St Pol Béthune Lille;;Gare;oui;non;;non;;non;;non;;NC;;Non;;Non;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Hazebrouck;"Gare SNCF 
Place de la gare
59 190 HAZEBROUCK";;"- lundi au samedi : 06h00 à 20h00
- dimanche et fêtes : 09h00 à 20h00";06-07 Arras Hazebrouck Dunkerque Calais;;Gare;oui;"Accueil des personnes à mobilité réduite : Appelez Accès plus au 0 890 640 650 et tapez 1 (0.11 TTC/min) ou ContactTER au  0 891 671 059 (0.23 TTC/min)
Emplacement parking amenagés
Chariots élévateurs
Fauteuil roulant";"Service Municipal du tourisme
Hôtel de ville BP 189 
59 524 HAZEBROUCK Cedex
Tél: 03 28 43 44 37
contact@ville-hazebrouck.frOuvert du lundi au vendredi de 10h00 à 12h30 et de 14h00 à 18h00
Fermé le mardi matin et ouvert jusqu'à 19h00 le jeudi
Le samedi de 9h30 à 12h30 et de 14h00 à 17h00 

Office du Tourisme :www.ville-hazebrouck.fr

Escalier sous-terrain équipé de rampes à vélo. Présence d'un abri à vélo fermé. Pour obtenir votre badge d'accès, appelez ContactTER au 0891 671 059 (0.23/min, du lundi au vendredi de 6h à 20h)";non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;oui;;;
nord_pas_de_calais;Nord Pas de Calais;Hénin Beaumont;"Gare SNCF 
Place Pierre Sémard 
62110 HENIN BEAUMONT";;"- lundi au vendredi : 06h00 à 20h00
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- fermé dimanche et fêtes";21 Valenciennes Douai Lens;;Gare;oui;non;Escalier sous-terrain équipé de rampes à vélo.;non;;non;;oui;http://www.tadao.fr;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Isbergues;"Gare SNCF 
Rue de la Gare 
62330 ISBERGUES";;"- lundi au vendredi : 06h00 à 13h00
- samedi : 09h00 à 12h00 ; 13h00 à 17h00
- fermé les dimanches et fêtes";06-07 Arras Hazebrouck Dunkerque Calais;;Gare;oui;non;Equipement : abris voyageurs, sièges, signalétiques, information conjoncturelleServices spécifiques : Vente JVS Dépôt et retrait des bagages;non;;non;;oui;;NC;;Non;;NC;;;oui;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Iwuy;"Place de la Gare
59141 Iwuy";;pas d'ouverture de guichet (halte);20 Cambrai Valenciennes Lille;;Halte Ferroviaire;non;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;La Madeleine;"Place de la Gare 
59710 LA MADELEINE NORD";;"- lundi au vendredi : 09h00 à 18h00- samedi : 09h30 à 12h00 ;13h30 à 18h00
- fermé dimanche et fêtes  Horaires d'ouverture de la gare : - lundi au vendredi : 09h00 à 17h30
- samedi : 09h00 à 12h15 ; 13h15 à 17h15
- fermé dimanche et fêtes";05 Comines Lille;;Gare;non;non;;non;;non;;non;;;;Non;;;;;non;;oui;;non;;;
nord_pas_de_calais;Nord Pas de Calais;Landrecies;"Gare SNCF
Place de la Gare 
59550 LANDRECIES";;pas d'ouverture de guichet;18 Paris Busigny Aulnoye Lille Jeumont;;Halte Ferroviaire;oui;non;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;Clisson;"Gare SNCF 
44190 Clisson";;"Lundi : de 05h40 à 19h25
Mardi au vendredi : de 06h50 à 19h25
Samedi : de 09h00 à 13h00 et de 14h00 à 18h15
Dimanche et Fêtes : de 10h45 à 18h30";L08 Nantes - La Roche-Sur-Yon - Les Sables d'Olonne;87481440;Gare;oui;Nouveau service gratuit d'accueil et accompagnement des personnes à mobilité réduite. Ce service est ouvert du lundi au vendredi de 07h00 à 19h00 et les samedis, dimanches et fêtes de 09h00 à 19h00.Qui peut réserver le service ? Toutes les personnes à mobilité réduite sans demande de justificatif- Personnes handicapées- Personnes âgées- Personnes transportant des bagages lourds- Personnes avec enfants (y compris enfants en poussette)- Femmes enceintesComment béneficier de service ?Une réservation est obligatoire au moins 48h avant le départ de votre train en appelant :Contact TER au 0810 324 324 (prix d'un appel local) du lundi au vendredi de 7h à 19h.;Liens utiles:Site de la Mairie de ClissonSite de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;Donges;Gare SNCF 44480 Donges;;;L01 Nantes - St-Nazaire - Le Croisic;87481721;Halte Ferroviaire;non;;Liens utiles :Site de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;non;;non;;;;;;;;;oui;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;La Bernerie-en-Retz;Gare SNCF Rue de Nantes 44760 La Bernerie-en-Retz;Pour votre confort, des travaux daménagement du quartier de la gare sont actuellement en cours sous maîtrise douvrage de la commune de la Bernerie (parking, parvis, voirie) et de la communauté de communes de Pornic (transformation du bâtiment voyageurs). Merci de votre compréhension.;;L10 Nantes - Ste Pazanne - Pornic;87481267;Halte Ferroviaire;non;;Liens utiles :Site de la Mairie de la Bernerie en RetzSite de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;non;;non;;Non;;Non;;Non;;;oui;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;Le Pallet;Gare SNCF Rue de l'Amiral de la Galissionière 44330 Le Pallet;;Lundi au vendredi : de 07h30 à 12h30Samedi, dimanche et Fêtes : Fermé;L06 Nantes - Cholet;87481424;Gare;oui;;Liens utiles:Site de la Communauté de Communes de ValletSite de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;non;;non;;NC;;Non;;NC;;;oui;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;Montoir-de-Bretagne;Gare SNCF 44550 Montoir-de-Bretagne;;;L01 Nantes - St-Nazaire - Le Croisic;87481713;Halte Ferroviaire;non;;Liens utiles :Site de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;non;;non;;;;;;;;;non;;oui;;non;;;
pays_de_la_loire;Loire Atlantique;Nantes;Gare SNCF 27 boulevard Stalingrad BP 34112 44041 Nantes;;"Gare de Nantes - 27 Bd de Stalingrad 44000 NANTES :Guichets Hall Nord :
Lundi à jeudi : de 05h30 à 20h45
Vendredi : de 05h30 à 21h30
Samedi : de 06h00 à 20h45
Dimanche et Fêtes : de 07h00 à 22h00Guichets Sud :
Lundi à jeudi : de 05h10 à 20h15
Vendredi : de 05h10 à 21h00
Samedi : de 05h10 à 18h30
Dimanche et Fêtes : de 07h00 à 20h00Boutiques :Boutique La Chapelle sur Erdre - 14 rue Olivier des Sesmaisons 44240 La Chapelle S/ Erdre :
Lundi au vendredi : de 10h00 à 12h30 et de 14h00 à 18h20
Samedi : de 08h50 à 13h50
Dimanche et Fêtes : FerméBoutique Bourse :
Lundi au vendredi : de 09h00 à 19h15
Samedi : de 09h00 à 18h30
Dimanche et Fêtes: Fermé";L05 Nantes - Tours - Orléans;87481002;Gare;oui;Gare Accès Plus disposant des équipements suivants :- Emplacements parking aménagés- Chariots élévateurs- Ascenseurs- Fauteuils roulants- Rampe d'accès- Toilettes aménagées- Cabines téléphoniques surbaissées- Guichets aménagés- Guichets boucles magnétiques- Bande d'éveil de vigilance- Portes automatiques;Liens utiles:Site de la Mairie de NantesSite de la TANSite de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;oui;;oui;;Oui;;Oui;;Oui;;;oui;;oui;;oui;;Retrouver les horaires de la TAN;http://www.tan.fr
pays_de_la_loire;Loire Atlantique;Nantes;Gare SNCF 27 boulevard Stalingrad BP 34112 44041 Nantes;;"Gare de Nantes - 27 Bd de Stalingrad 44000 NANTES :Guichets Hall Nord :
Lundi à jeudi : de 05h30 à 20h45
Vendredi : de 05h30 à 21h30
Samedi : de 06h00 à 20h45
Dimanche et Fêtes : de 07h00 à 22h00Guichets Sud :
Lundi à jeudi : de 05h10 à 20h15
Vendredi : de 05h10 à 21h00
Samedi : de 05h10 à 18h30
Dimanche et Fêtes : de 07h00 à 20h00Boutiques :Boutique La Chapelle sur Erdre - 14 rue Olivier des Sesmaisons 44240 La Chapelle S/ Erdre :
Lundi au vendredi : de 10h00 à 12h30 et de 14h00 à 18h20
Samedi : de 08h50 à 13h50
Dimanche et Fêtes : FerméBoutique Bourse :
Lundi au vendredi : de 09h00 à 19h15
Samedi : de 09h00 à 18h30
Dimanche et Fêtes: Fermé";L07 Nantes - Poitiers;87481002;Gare;oui;Gare Accès Plus disposant des équipements suivants :- Emplacements parking aménagés- Chariots élévateurs- Ascenseurs- Fauteuils roulants- Rampe d'accès- Toilettes aménagées- Cabines téléphoniques surbaissées- Guichets aménagés- Guichets boucles magnétiques- Bande d'éveil de vigilance- Portes automatiques;Liens utiles:Site de la Mairie de NantesSite de la TANSite de la Région Pays de la LoireSite Destinéo, recherche d'itinéraire en transport collectif. site du conseil général Loire Atlantique;non;;oui;;oui;;Oui;;Oui;;Oui;;;oui;;oui;;oui;;Retrouver les horaires de la TAN;http://www.tan.fr
